ID	FREQUENCY	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon	COGIDS	CONCEPTS
23	1	i	iː	i	-	ə	-	iː	ə	310:2	deer, barking
24	1	i	i	i	iː	iː	ə	i	i	300:1	day before yesterday
25	1	i	Ø	Ø	iˀ	iˀ	eˀ	eˀ	Ø	1188:1	twist
26	1	i	i	i	i	i	i	ə	i	844:1	quiver
27	1	i	-	i	y	ə	ɛ	ə	ə	748:1	nine
28	1	i	iː	i	iː	iː	iː	iː	i	446:1	four
29	1	i	ĩː	ɔ	ɛ̃ː	ĩː	ĩː	Ø	Ø	661:1	maize
30	1	i	ɛ	i	ɛ	a	a	a	a	910:0	say
31	1	i	i	i	y	i	i	i	i	338:1	drink
32	1	i	ɛ	i	ɛ	a	ɛ	a	a	764:1	one
33	1	i	ə	i	ə	Ø	a	ə	ə	123:1	bee
34	1	i	ɛː	i	aː	ɛː	ɛː	aː	i	730:1	navel
35	1	i	ɐʰ	i	ɐʰ	ɔʰ	ɔʰ	ɔʰ	iː	489:1	grandmother
36	1	i	ɛ̃ː	i	i	ĩː	ĩː	i	Ø	923:1	sew
37	1	i	ɛː	i	aː	ɛ	ɛˀ	aː	aː	60:1	aconite
1	2	eˀ	i	e	i	ɛ	ɛ	i	i	4:1, 824:1	2pl.incl / present
2	1	eˀ	i	e	i	ɛ	ɛ	iː	Ø	818:1	plural
3	1	eˀ	ɛˀ	e	ɛˀ	ɛˀ	ɛˀ	a	a	260:1	copula, existential
1	2	e	a	i	a	ɛ	a	a	a	325:1, 1057:1	do / squirrel
2	2	e	a	a	ə	a	a	ə	i	333:2, 335:1	down (visible) / dragon, thunder, lightning / lightning / shake
3	2	e	ɛː	a	ɔː	ɛː	ɛː	aː	aː	897:1, 1119:2	run / that side
4	1	e	ɛ	e	Ø	Ø	eˀ	eˀ	Ø	1052:1	split
5	1	e	uː	e	uː	uː	Ø	uː	uː	332:1	down
6	1	e	Ø	Ø	a	uː	a	ũ	Ø	670:1	manure
7	1	e	a	e	Ø	a	a	ə	ə	936:1	shoe, footwear / thigh
1	6	aˀ	u	a	u	u	u	u	u	86:2, 144:1, 179:1, 398:1, 451:1, 1002:1	ash / brother (elder) / frog / horse / millet, foxtail / same, equal / son
2	1	aˀ	ɔ	a	ɔ	ɔ	oː	ɔ	u	605:1	leaf litter
1	69	a	a	a	a	a	a	a	a	6:1, 23:1, 35:1, 39:1, 51:1, 69:1, 81:1, 85:1, 95:1, 124:0, 127:1, 155:2, 165:1, 167:1, 184:1, 194:1, 198:1, 206:1, 212:1, 238:1, 280:1, 285:1, 365:1, 405:1, 407:1, 412:1, 417:1, 419:1, 423:1, 430:1, 441:1, 457:1, 458:1, 462:1, 463:1, 466:1, 502:1, 514:1, 541:1, 544:1, 561:1, 576:1, 624:1, 633:1, 677:1, 688:1, 750:1, 752:1, 775:1, 777:1, 830:1, 843:1, 881:1, 891:1, 900:1, 924:1, 943:1, 986:1, 1025:1, 1041:1, 1079:1, 1150:1, 1160:1, 1167:1, 1191:2, 1200:1, 1241:1, 1248:1, 1278:1	2sg / Khoitam people / Puroik / Thembang people / alive, healthy / ant / ascend / back (n) / bee / beer strainer / boil (n) / branch / brother (elder) / brother-in-law / butterfly / cat / child / clean / cure (vi) / daughter-in-law / dog / eight / father / fern, fiddlehead / finger / flame / flow / forest / frost / fruit / full / grandmother / hair (head) / heart / horsefly / house / how many / hunter / leech, land / left (side) / lift completely, carry / light / lightning / marten / moon, month / mother / much / nominaliser / noon / palm, sole / pumpkin / question / ripe / roof / round, small object / saliva / settle / shade / shelf / shoulder / sister, elder / sister-in-law / smell1 (vi) / son-in-law / sparrow / spicy, pungent / spider / story / stump (tree) / thread / tiger / tomorrow / up there / veranda / wait / when / where / white / wing / year, next / year, this
2	30	a	uː	a	uː	uː	uː	uː	uː	1:1, 13:1, 37:1, 45:1, 52:1, 72:1, 140:1, 176:1, 208:1, 282:1, 400:1, 456:2, 475:1, 486:1, 505:1, 507:1, 552:1, 581:1, 659:1, 665:1, 668:1, 671:1, 705:1, 707:1, 849:1, 963:1, 1131:2, 1163:1, 1235:1, 1252:1	1sg / Indo-Aryan person / bird / cattle, cow / dance / falcon / fall / female / five / frost / grandfather / hard / keep, remain / machete / male / man / manure / moon, month / morning / mountain / mountain peak / radish / rice, husked / shake / sister-in-law / taro / thigh / today / tuber / under, below / walnut / wheat / wife
3	20	a	ɐ	a	ɐ	a	a	a	a	116:1, 134:1, 143:1, 166:1, 240:1, 271:1, 391:1, 444:2, 504:1, 615:1, 637:1, 769:1, 802:1, 828:1, 1075:1, 1108:1, 1158:1, 1209:1, 1228:1, 1266:1	beat, hit / belt / bitter (vi) / cliff, ravine / creeper, vine / forget / halt, stop / lick / liquor / millet, broomcorn / otter / penis / pig / pulse / rope / stich / taro / tie (vt) / waist / wait / weave / wool
4	11	a	ɐ̃ː	a	ɐ̃ː	ɔ̃ː	ɔ̃ː	ɔ̃ː	ɔ̃ː	59:1, 100:1, 196:1, 339:0, 354:1, 390:1, 490:1, 751:1, 1028:1, 1116:1, 1246:1	achieve, obtain / bad / butter / dry (adj.) / dry, dry up (v.i.) / earthworm / far / green / noon / speak / ten / white
5	10	a	ə	a	a	ə	ə	ə	ə	14:1, 344:1, 387:0, 501:1, 745:1, 825:1, 945:1, 1096:1, 1106:1, 1217:1	Indo-Aryan person / child / left (side) / night / prohibitive prefix / shoulder / sun, day / takin / walnut
6	8	a	u	a	u	u	u	u	u	57:1, 101:1, 120:1, 357:1, 638:1, 787:1, 948:1, 1272:1	beautiful / eat / finger / fish / light / listen, heed / path, road / short / sick (vi) / slowly / soft / smooth / thin / year, next
7	8	a	ɔ̃ː	a	ũː	ũː	ũː	ũː	ɔ̃ː	105:1, 145:1, 314:1, 558:1, 771:1, 856:1, 889:1, 937:1	black / defeat (vi) / friend / hungry (vi) / outside / reap / rot (vi) / shoe, footwear / smell1 (vi)
8	6	a	ɔ̃ː	a	ɔ̃ː	ũː	ũː	ũː	ɔ̃ː	24:1, 58:1, 174:1, 776:1, 1081:1, 1238:1	Miji people / above, top / bridge, hanging / palm, sole / straight / when
9	4	a	-	a	-	-	-	-	-	115:1, 153:1, 484:1, 709:1	bear / boar, wild / gourd / liver / mouse, rat
10	4	a	ɐˀ	a	ɐˀ	ɔˀ	ɔˀ	ɔˀ	ɔ	244:1, 329:1, 585:0, 1115:1	clothing / kill / tell / walk, move, go
11	4	a	ɐ̃	a	ɐ̃	ɔ̃	ɔ̃	ɔ̃	ɔ̃	255:1, 974:1, 1198:1, 1226:1	comb / slowly / vegetable, leafy / wear
12	3	a	ɛ	ɔ	a	a	a	a	a	690:1, 956:0, 990:1	millet, finger / sister, younger / snake
13	3	a	ɛˀ	a	a	a	a	a	a	178:1, 603:1, 1132:1	brother (elder) / leaf / thin
14	3	a	Ø	a	ɔ̃ː	ũː	ũː	ɔ	ɔː	389:1, 532:1, 882:1	hornbill / pumpkin / roof
15	3	a	ɔː	a	ɔː	ɔː	oː	oː	a	111:1, 315:1, 397:1	bat / deity, ghost / father
16	2	a	ɛ	a	ɛ	a	a	a	a	200:1, 1269:2	call for / work
17	2	a	aˀ	a	aˀ	a	a	u	uː	28:1, 217:1	Monpa / boil (n) / chew / knee / left (side)
18	2	a	ə	a	ə	ə	ə	ə	i	135:1, 597:1	daughter / langur
19	2	a	ɐː	a	ɐː	ɔː	ɔː	ɔ	Ø	454:0, 814:1	okay / plant  (vt)
20	2	a	u	a	u	u	ə	ə	ə	821:1, 1237:1	porcupine / wheat
21	2	a	i	i	i	iː	i	i	i	18:1, 431:1	Jerigaon people / Khoitam people / Rahung, people of / Sherdukpen / Thembang people / fly (n)
22	2	a	a	a	aː	ɔ	ɔ	ɔ	a	801:1, 1148:1	pheasant, tragopan / thousand
23	2	a	ə	a	a	ə	-	ə	Ø	33:1, 1137:1	Namshu people / rain (n) / thing / tomorrow / year, next
24	2	a	ɛ	a	Ø	a	ɛ	ɔː	ɔː	74:1, 435:2	allative / sparrow
25	2	a	ɛ	Ø	a	ɛ	ɛ	ɛ	ɛ	281:1, 796:1	cut / pheasant, kalij
26	2	a	ɐ	a	ɐ	ɔ	ɔ	ɔ	o	562:1, 1001:1	hunter / soil, earth
27	2	a	ə	a	a	ə	a	ə	Ø	62:1, 222:1	after / behind / trunk (tree)
28	2	a	ɔ	a	ɔ	u	ɔ	ɔ	ɔ	273:1, 342:1	crow / dry (adj.)
29	2	a	ɔː	a	ɔː	oː	oː	oː	oː	90:1, 575:0	attic / itch
30	2	a	a	a	a	u	a	aˀ	Ø	1013:1, 1078:1	sour / story
31	2	a	ɔ	a	a	ɔ	ø	ɔ	ɔ	413:2, 471:1	finger / garlic
32	2	a	ɛ	a	a	ɛ	ɛ	a	a	193:1, 1280:0	burn (vi) / yellow
33	2	a	ɛˀ	a	a	uː	oː	uː	uː	406:1, 812:2	fetch / plait
34	2	a	ə	a	y	ə	ɔː	oː	oː	312:1, 760:0	deer, sambar / goat / see
35	2	a	a	a	a	a	a	aː	aː	3:1, 5:1	2pl.excl / 2pl.incl
36	1	a	uˀ	a	u	uˀ	uˀ	uˀ	uˀ	92:2	axe
37	1	a	ɛ	ɛ	ɛ	a	ɛ	a	a	682:1	medicine
38	1	a	Ø	a	Ø	Ø	oː	ũː	Ø	1071:1	steam
39	1	a	uː	Ø	uː	uː	uː	oː	Ø	459:1	rain (n)
40	1	a	-	i	-	Ø	-	-	-	932:1	sheep
41	1	a	-	a	a	-	-	ə	ə	1164:1	today
42	1	a	uː	a	uː	uː	uː	ɔ	o	704:1	mother
43	1	a	-	a	u	u	u	u	u	803:1	pig
44	1	a	ɔ̃ː	a	yː	ũː	ũː	ũː	ɔ̃ː	719:1	mud
45	1	a	ɛ	a	ai	ɛ	ɛ	ɛ	ɛ	269:2	count
46	1	a	ə	a	ə	ə	ə	ə	ə	494:1	gum / serow
47	1	a	u	Ø	uː	uː	uː	uː	uː	288:1	day after tomorrow
48	1	a	ɛˀ	a	a	ɛˀ	ɛˀ	a	Ø	841:1	quarrel (v)
49	1	a	Ø	Ø	ɔ̃ː	ũː	a	Ø	Ø	1070:1	steam
50	1	a	uː	a	yː	uː	uː	uː	uː	678:1	meat, animal
51	1	a	a	a	Ø	ũ	ɔ	u	u	1039:1	spider
52	1	a	i	a	i	Ø	i	Ø	u	32:1	Namshu people / leech, land
53	1	a	Ø	Ø	a	Ø	-	-	Ø	997:1	soda ash
54	1	a	ə	a	a	ə	ə	ə	i	972:1	sky
55	1	a	ɔ̃ː	a	ɔ̃ː	ũ	ũ	ũ	ɔ̃ː	1141:1	thirsty (vi)
56	1	a	ɐːʰ	a	ɐːʰ	ɔːʰ	ɔːʰ	ɔːʰ	ɔː	107:2	bastard
57	1	a	-	a	a	-	-	ə	-	718:1	mud
58	1	a	ɐ	Ø	ɐ	a	a	ɐ	a	266:1	cotton
59	1	a	ə	a	ə	ə	eː	ə	ə	191:1	buffalo / goral
60	1	a	a	a	a	a	a	ɛ	Ø	253:1	cold (vi)
61	1	a	ɔ̃ː	a	ɔ̃ː	ũː	ɔ	ɔ	ɔ	224:1	chili
62	1	a	ɐ̃ʰ	a	ɐ̃ʰ	ɔ̃ʰ	ɔ̃ʰ	ɔ	ɔ	835:1	pus
63	1	a	a	a	i	a	a	Ø	Ø	540:1	horsefly
64	1	a	Ø	a	uː	Ø	Ø	-	-	207:1	cattle, cow
65	1	a	uː	a	-	-	uː	uː	uː	185:1	buckwheat, bitter
66	1	a	ɐ	a	ɐ	ũ	ũ	a	a	1229:1	weed, grass
67	1	a	u	a	ũː	u	ũː	ũː	u	902:1	salt
68	1	a	-	Ø	y	-	-	-	-	656:1	macaque
69	1	a	Ø	a	ə	ə	-	-	-	159:1	bone / brain
70	1	a	y	a	y	-	-	y	-	1022:1	soybean
71	1	a	ə	a	a	u	u	ə	ə	693:1	mithun
72	1	a	-	a	-	ə	-	-	-	969:1	skin, bark
73	1	a	ə	Ø	a	u	ə	ə	ə	186:2	buckwheat, bitter
74	1	a	ə	a	a	ə	ə	y	i	993:1	snow
75	1	a	uː	a	ɐːʰ	Ø	ə	ɔː	ɔː	121:1	bee
76	1	a	ɔ̃ː	a	ɔ̃ː	a	ɔ	aː	a	109:2	bat
77	1	a	ə	a	ə	ə	ə	ɔ	ɔ	740:1	negative prefix
78	1	a	uː	a	-	-	-	uː	uː	694:1	mithun
79	1	a	ə	a	a	ə	-	a	a	363:1	eggplant
80	1	a	a	a	a	ɔ	ɔ	ɔ	ɔ	567:1	imperative
81	1	a	a	a	a	a	ə	ɔ	a	1197:1	vegetable, leafy
82	1	a	a	a	a	i	a	a	a	232:1	civet or spotted wild cat
83	1	a	ə	a	a	y	-	ə	ə	1254:1	wind
84	1	a	u	a	ɔ	u	u	u	ɔ	596:1	language
1	2	-	ə	ɔː	a	ə	-	ə	ə	46:1, 104:1	banana / eye / maize / waist
2	2	-	iː	u	iː	yː	yː	yː	uː	2:1, 1117:1	2pl.excl / that
3	1	-	-	-	-	-	-	ə	-	445:1	four
